Added ON,Added By,COMPLAINT GROUPING,PRODUCT,KEY
31-Dec-2022,service.almsind2@gmail.com,I-FLOW SENSOR FAILURE,COMM,COMM|I-FLOW SENSOR FAILURE
31-Dec-2022,service.almsind2@gmail.com,INSPIRATORY SENSOR ISSUE,COMM,COMM|INSPIRATORY SENSOR ISSUE
31-Dec-2022,service.almsind2@gmail.com,INSTALLATION: DIFFICULT / IMPOSSIBLE,COMM,COMM|INSTALLATION: DIFFICULT / IMPOSSIBLE
31-Dec-2022,service.almsind2@gmail.com,INTERNAL LEAK,COMM,COMM|INTERNAL LEAK
31-Dec-2022,service.almsind2@gmail.com,LEAK,COMM,COMM|LEAK
31-Dec-2022,service.almsind2@gmail.com,LEAK : O2 LP VALVE,COMM,COMM|LEAK : O2 LP VALVE
31-Dec-2022,service.almsind2@gmail.com,LEAK IN HP AIR INLET,COMM,COMM|LEAK IN HP AIR INLET
31-Dec-2022,service.almsind2@gmail.com,LEAK IN HP O2 INLET,COMM,COMM|LEAK IN HP O2 INLET
31-Dec-2022,service.almsind2@gmail.com,LEAK IN LOW O2 INLET,COMM,COMM|LEAK IN LOW O2 INLET
31-Dec-2022,service.almsind2@gmail.com,LEFT AND RIGHT LOUDSPEAKER INOPERANT,COMM,COMM|LEFT AND RIGHT LOUDSPEAKER INOPERANT
31-Dec-2022,service.almsind2@gmail.com,LOST CONNECTION IN STANDBY,COMM,COMM|LOST CONNECTION IN STANDBY
31-Dec-2022,service.almsind2@gmail.com,LOST CONNECTION IN VENTILATION,COMM,COMM|LOST CONNECTION IN VENTILATION
31-Dec-2022,service.almsind2@gmail.com,LOW AIR INLET,COMM,COMM|LOW AIR INLET
31-Dec-2022,service.almsind2@gmail.com,LOW FIO2,COMM,COMM|LOW FIO2
31-Dec-2022,service.almsind2@gmail.com,LOW VTE ISSUE,COMM,COMM|LOW VTE ISSUE
31-Dec-2022,service.almsind2@gmail.com,LOW VTI ISSUE,COMM,COMM|LOW VTI ISSUE
31-Dec-2022,service.almsind2@gmail.com,MAINS CABLE ISSUE,COMM,COMM|MAINS CABLE ISSUE
31-Dec-2022,service.almsind2@gmail.com,MAINS INLET FAILURE,COMM,COMM|MAINS INLET FAILURE
31-Dec-2022,service.almsind2@gmail.com,MINOR FAILURE DETECTED,COMM,COMM|MINOR FAILURE DETECTED
31-Dec-2022,service.almsind2@gmail.com,MIXER DRIVER FAILURE,COMM,COMM|MIXER DRIVER FAILURE
31-Dec-2022,service.almsind2@gmail.com,MONITOR RECEPTION FAILURE,COMM,COMM|MONITOR RECEPTION FAILURE
31-Dec-2022,service.almsind2@gmail.com,MONITORING: CURVES / TRENDS / MEASURES,COMM,COMM|MONITORING: CURVES / TRENDS / MEASURES
31-Dec-2022,service.almsind2@gmail.com,MT60 TROLLEY ISSUE,COMM,COMM|MT60 TROLLEY ISSUE
31-Dec-2022,service.almsind2@gmail.com,MT75 BASE PLATE BROKEN,COMM,COMM|MT75 BASE PLATE BROKEN
31-Dec-2022,service.almsind2@gmail.com,NEBULISATION ISSUE,COMM,COMM|NEBULISATION ISSUE
31-Dec-2022,service.almsind2@gmail.com,NIV ISSUE,COMM,COMM|NIV ISSUE
31-Dec-2022,service.almsind2@gmail.com,NO INSPIRATION,COMM,COMM|NO INSPIRATION
31-Dec-2022,service.almsind2@gmail.com,NO LOW BATTERY ALARM,COMM,COMM|NO LOW BATTERY ALARM
31-Dec-2022,service.almsind2@gmail.com,NO MAINS INDICATION,COMM,COMM|NO MAINS INDICATION
31-Dec-2022,service.almsind2@gmail.com,NO PATIENT DISCONNECTION ALARM,COMM,COMM|NO PATIENT DISCONNECTION ALARM
31-Dec-2022,service.almsind2@gmail.com,NO POWER INDICATION,COMM,COMM|NO POWER INDICATION
31-Dec-2022,service.almsind2@gmail.com,NO VENTILATION,COMM,COMM|NO VENTILATION
31-Dec-2022,service.almsind2@gmail.com,NOISE,COMM,COMM|NOISE
31-Dec-2022,service.almsind2@gmail.com,NON DELIVERED PIECE,COMM,COMM|NON DELIVERED PIECE
31-Dec-2022,service.almsind2@gmail.com,O2 SUPPLY FAILURE,COMM,COMM|O2 SUPPLY FAILURE
31-Dec-2022,service.almsind2@gmail.com,ON SINGLE GAS SUPPLY - NO VENTILATION,COMM,COMM|ON SINGLE GAS SUPPLY - NO VENTILATION
31-Dec-2022,service.almsind2@gmail.com,OXYGEN THERAPY ISSUE,COMM,COMM|OXYGEN THERAPY ISSUE
31-Dec-2022,service.almsind2@gmail.com,PACKAGING,COMM,COMM|PACKAGING
31-Dec-2022,service.almsind2@gmail.com,PARAMETER SETTING: SETPOINTS / THRESHOLDS / MENU,COMM,COMM|PARAMETER SETTING: SETPOINTS / THRESHOLDS / MENU
31-Dec-2022,service.almsind2@gmail.com,PATIENT DISCONNECTION,COMM,COMM|PATIENT DISCONNECTION
31-Dec-2022,service.almsind2@gmail.com,PEEP ISSUE,COMM,COMM|PEEP ISSUE
31-Dec-2022,service.almsind2@gmail.com,PERFORMANCE ISSUE,COMM,COMM|PERFORMANCE ISSUE
31-Dec-2022,service.almsind2@gmail.com,POWER ISSUE,COMM,COMM|POWER ISSUE
31-Dec-2022,service.almsind2@gmail.com,POWER RECEPTION FAILURE,COMM,COMM|POWER RECEPTION FAILURE
31-Dec-2022,service.almsind2@gmail.com,POWER SUPPLY ISSUE,COMM,COMM|POWER SUPPLY ISSUE
31-Dec-2022,service.almsind2@gmail.com,POWER SUPPLY: NOT SWITCHING,COMM,COMM|POWER SUPPLY: NOT SWITCHING
31-Dec-2022,service.almsind2@gmail.com,PRESSURE RISE,COMM,COMM|PRESSURE RISE
31-Dec-2022,service.almsind2@gmail.com,PRESSURE SENSOR IN OPERANT,COMM,COMM|PRESSURE SENSOR IN OPERANT
31-Dec-2022,service.almsind2@gmail.com,PRESSURE: NOT IN CONFORMITY,COMM,COMM|PRESSURE: NOT IN CONFORMITY
31-Dec-2022,service.almsind2@gmail.com,REPLACE BATTERY,COMM,COMM|REPLACE BATTERY
31-Dec-2022,service.almsind2@gmail.com,RESET ISSUE,COMM,COMM|RESET ISSUE
31-Dec-2022,service.almsind2@gmail.com,SCRATCHES FOUND IN STEM,COMM,COMM|SCRATCHES FOUND IN STEM
31-Dec-2022,service.almsind2@gmail.com,SCREEN : BRIGHTNESS,COMM,COMM|SCREEN : BRIGHTNESS
31-Dec-2022,service.almsind2@gmail.com,SCREEN : DISPLAY DEFAULT,COMM,COMM|SCREEN : DISPLAY DEFAULT
31-Dec-2022,service.almsind2@gmail.com,SCREEN : DISPLAY ERROR,COMM,COMM|SCREEN : DISPLAY ERROR
31-Dec-2022,service.almsind2@gmail.com,SCREEN : HANGING ISSUE,COMM,COMM|SCREEN : HANGING ISSUE
31-Dec-2022,service.almsind2@gmail.com,SCREEN : LUMINOSITY,COMM,COMM|SCREEN : LUMINOSITY
,,,,
31-Dec-2022,service.almsind2@gmail.com,SCREEN : WHITE SCREEN,COMM,COMM|SCREEN : WHITE SCREEN
31-Dec-2022,service.almsind2@gmail.com,SLAVE RECEPTION FAILURE,COMM,COMM|SLAVE RECEPTION FAILURE
31-Dec-2022,service.almsind2@gmail.com,SLOPE ERROR,COMM,COMM|SLOPE ERROR
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE COMPATIBILITY,COMM,COMM|SOFTWARE COMPATIBILITY
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE ISSUE,COMM,COMM|SOFTWARE ISSUE
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE UPDATE IMPOSSIBLE,COMM,COMM|SOFTWARE UPDATE IMPOSSIBLE
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE UPGRADATION,COMM,COMM|SOFTWARE UPGRADATION
31-Dec-2022,service.almsind2@gmail.com,SPEED FAULT ERROR,COMM,COMM|SPEED FAULT ERROR
31-Dec-2022,service.almsind2@gmail.com,SUDDENLY SWITCHED OFF,COMM,COMM|SUDDENLY SWITCHED OFF
31-Dec-2022,service.almsind2@gmail.com,TIDAL VOLUME ISSUES,COMM,COMM|TIDAL VOLUME ISSUES
31-Dec-2022,service.almsind2@gmail.com,TOP JAR ISSUE,COMM,COMM|TOP JAR ISSUE
,,,,
,,,,
,,,,
31-Dec-2022,service.almsind2@gmail.com,UPGRADATION,COMM,COMM|UPGRADATION
31-Dec-2022,service.almsind2@gmail.com,VENTILATION DEGRADED,COMM,COMM|VENTILATION DEGRADED
31-Dec-2022,service.almsind2@gmail.com,VENTILATION SHUTDOWN,COMM,COMM|VENTILATION SHUTDOWN
31-Dec-2022,service.almsind2@gmail.com,VENTILATION SHUTDOWN WITH ALARM,COMM,COMM|VENTILATION SHUTDOWN WITH ALARM
31-Dec-2022,service.almsind2@gmail.com,VENTILATION SHUTDOWN WITHOUT ALARM,COMM,COMM|VENTILATION SHUTDOWN WITHOUT ALARM
31-Dec-2022,service.almsind2@gmail.com,VENTILATION STOP WITHOUT ALARM,COMM,COMM|VENTILATION STOP WITHOUT ALARM
31-Dec-2022,service.almsind2@gmail.com,VENTILATOR IN OPERANT,COMM,COMM|VENTILATOR IN OPERANT
31-Dec-2022,service.almsind2@gmail.com,VTE SHOWS 00,COMM,COMM|VTE SHOWS 00
31-Dec-2022,service.almsind2@gmail.com,VTE VARIATIONS,COMM,COMM|VTE VARIATIONS
31-Dec-2022,service.almsind2@gmail.com,VTI SHOWS 00,COMM,COMM|VTI SHOWS 00
31-Dec-2022,service.almsind2@gmail.com,WHILE INSTALLING FOUND DISPLAY NOT WORKING PROPERLY,COMM,COMM|WHILE INSTALLING FOUND DISPLAY NOT WORKING PROPERLY
31-Dec-2022,service.almsind2@gmail.com,WRONG INFORMATION,COMM,COMM|WRONG INFORMATION
31-Dec-2022,service.almsind2@gmail.com,WRONG S / N,COMM,COMM|WRONG S / N
04-Jan-2023,pmbraj5679@gmail.com,TOUCH FUNCTION FAILURE,COMM,COMM|TOUCH FUNCTION FAILURE
12-Jan-2023,pmbraj5679@gmail.com,LOW PRESSURE <2BAR,COMM,COMM|LOW PRESSURE <2BAR
12-Jan-2023,pmbraj5679@gmail.com,NO PRESSURE OUTPUT,COMM,COMM|NO PRESSURE OUTPUT
12-Jan-2023,pmbraj5679@gmail.com,INSPIRATORY CASSETTE ISSUE,COMM,COMM|INSPIRATORY CASSETTE ISSUE
07-Feb-2023,pmbraj5679@gmail.com,FSCA R1904280,MONNAL T60,MONNAL T60|FSCA R1904280
13-Apr-2023,pmbraj5679@gmail.com,P M VISIT,COMM,COMM|P M VISIT
15-Apr-2023,pmbraj5679@gmail.com,HIGH PRESSURE ISSUE,COMM,COMM|HIGH PRESSURE ISSUE
05-Jun-2023,pmbraj5679@gmail.com,O2 CELL DOOR ISSUE,COMM,COMM|O2 CELL DOOR ISSUE
13-Jun-2023,pmbraj5679@gmail.com,O2 HOSE LEAK,COMM,COMM|O2 HOSE LEAK
27-Oct-2023,pmbraj5679@gmail.com,MOISTURE ISSUE,COMM,COMM|MOISTURE ISSUE
,,,,
06-Nov-2023,rithi.adm@gmail.com,ALTERNATE SERVICE,COMM,COMM|ALTERNATE SERVICE
06-Nov-2023,rithi.adm@gmail.com,CRISIS-ENGINEER UNABLE TO ATTEND,COMM,COMM|CRISIS-ENGINEER UNABLE TO ATTEND
06-Nov-2023,rithi.adm@gmail.com,CUSTOMER DECISION BUY BACK,COMM,COMM|CUSTOMER DECISION BUY BACK
06-Nov-2023,rithi.adm@gmail.com,Customer donated.,COMM,COMM|Customer donated.
06-Nov-2023,rithi.adm@gmail.com,CUSTOMER NOT APPROVED THE ESTIMATE,COMM,COMM|CUSTOMER NOT APPROVED THE ESTIMATE
06-Nov-2023,rithi.adm@gmail.com,Customer returned the equipment.,COMM,COMM|Customer returned the equipment.
06-Nov-2023,rithi.adm@gmail.com,Demo unit PM call generated,COMM,COMM|Demo unit PM call generated
06-Nov-2023,rithi.adm@gmail.com,For Training Purpose,COMM,COMM|For Training Purpose
06-Nov-2023,rithi.adm@gmail.com,"Machine Not Installed, Wrong PM call generated",COMM,"COMM|Machine Not Installed, Wrong PM call generated"
06-Nov-2023,rithi.adm@gmail.com,Order Cancelled,COMM,COMM|Order Cancelled
06-Nov-2023,rithi.adm@gmail.com,PM CALL GENERATED DEMO EQUIPMENT,COMM,COMM|PM CALL GENERATED DEMO EQUIPMENT
06-Nov-2023,rithi.adm@gmail.com,PM CALLS CANCELLED ON 18 Nov 2017,COMM,COMM|PM CALLS CANCELLED ON 18 Nov 2017
06-Nov-2023,rithi.adm@gmail.com,PM calls created dealer name,COMM,COMM|PM calls created dealer name
06-Nov-2023,rithi.adm@gmail.com,Product transfer purpose call created,COMM,COMM|Product transfer purpose call created
06-Nov-2023,rithi.adm@gmail.com,SCHEDULE CALL CREATED FROM DEALER NAME,COMM,COMM|SCHEDULE CALL CREATED FROM DEALER NAME
06-Nov-2023,rithi.adm@gmail.com,UNABLE TO REPORT IN WINMAX,COMM,COMM|UNABLE TO REPORT IN WINMAX
06-Nov-2023,rithi.adm@gmail.com,WRONG CALL REGISTRATION,COMM,COMM|WRONG CALL REGISTRATION
06-Nov-2023,rithi.adm@gmail.com,Wrong PM Calls created (Sale invoice cancelled),COMM,COMM|Wrong PM Calls created (Sale invoice cancelled)
06-Nov-2023,rithi.adm@gmail.com,WRONG PM CALLS CREATED (SOFTWARE ISSUE),COMM,COMM|WRONG PM CALLS CREATED (SOFTWARE ISSUE)
06-Nov-2023,rithi.adm@gmail.com,Wrong sl.no. entered,COMM,COMM|Wrong sl.no. entered
06-Nov-2023,rithi.adm@gmail.com,Wrong supply,COMM,COMM|Wrong supply
06-Nov-2023,rithi.adm@gmail.com,Wrong supply (Dealer),COMM,COMM|Wrong supply (Dealer)
06-Nov-2023,rithi.adm@gmail.com,Wrongly entered dealer name.,COMM,COMM|Wrongly entered dealer name.
06-Nov-2023,rithi.adm@gmail.com,Customer Denied,COMM,COMM|Customer Denied
06-Nov-2023,rithi.adm@gmail.com,Repeated Calls-Software Issue,COMM,COMM|Repeated Calls-Software Issue
06-Nov-2023,rithi.adm@gmail.com,INSTALLATION IS NOT COMPLETED,COMM,COMM|INSTALLATION IS NOT COMPLETED
06-Nov-2023,rithi.adm@gmail.com,PRODUCT TRANSFERRED TO DIFFERENT PARTY,COMM,COMM|PRODUCT TRANSFERRED TO DIFFERENT PARTY
06-Nov-2023,rithi.adm@gmail.com,ALTERNATE SERVICE,MONNAL T60,MONNAL T60|ALTERNATE SERVICE
06-Nov-2023,rithi.adm@gmail.com,CRISIS-ENGINEER UNABLE TO ATTEND,MONNAL T60,MONNAL T60|CRISIS-ENGINEER UNABLE TO ATTEND
06-Nov-2023,rithi.adm@gmail.com,CUSTOMER DECISION BUY BACK,MONNAL T60,MONNAL T60|CUSTOMER DECISION BUY BACK
06-Nov-2023,rithi.adm@gmail.com,Customer donated.,MONNAL T60,MONNAL T60|Customer donated.
06-Nov-2023,rithi.adm@gmail.com,CUSTOMER NOT APPROVED THE ESTIMATE,MONNAL T60,MONNAL T60|CUSTOMER NOT APPROVED THE ESTIMATE
06-Nov-2023,rithi.adm@gmail.com,Customer returned the equipment.,MONNAL T60,MONNAL T60|Customer returned the equipment.
06-Nov-2023,rithi.adm@gmail.com,Demo unit PM call generated,MONNAL T60,MONNAL T60|Demo unit PM call generated
06-Nov-2023,rithi.adm@gmail.com,For Training Purpose,MONNAL T60,MONNAL T60|For Training Purpose
06-Nov-2023,rithi.adm@gmail.com,"Machine Not Installed, Wrong PM call generated",MONNAL T60,"MONNAL T60|Machine Not Installed, Wrong PM call generated"
06-Nov-2023,rithi.adm@gmail.com,Order Cancelled,MONNAL T60,MONNAL T60|Order Cancelled
06-Nov-2023,rithi.adm@gmail.com,PM CALL GENERATED DEMO EQUIPMENT,MONNAL T60,MONNAL T60|PM CALL GENERATED DEMO EQUIPMENT
06-Nov-2023,rithi.adm@gmail.com,PM CALLS CANCELLED ON 18 Nov 2017,MONNAL T60,MONNAL T60|PM CALLS CANCELLED ON 18 Nov 2017
06-Nov-2023,rithi.adm@gmail.com,PM calls created dealer name,MONNAL T60,MONNAL T60|PM calls created dealer name
06-Nov-2023,rithi.adm@gmail.com,Product transfer purpose call created,MONNAL T60,MONNAL T60|Product transfer purpose call created
06-Nov-2023,rithi.adm@gmail.com,SCHEDULE CALL CREATED FROM DEALER NAME,MONNAL T60,MONNAL T60|SCHEDULE CALL CREATED FROM DEALER NAME
06-Nov-2023,rithi.adm@gmail.com,UNABLE TO REPORT IN WINMAX,MONNAL T60,MONNAL T60|UNABLE TO REPORT IN WINMAX
06-Nov-2023,rithi.adm@gmail.com,WRONG CALL REGISTRATION,MONNAL T60,MONNAL T60|WRONG CALL REGISTRATION
06-Nov-2023,rithi.adm@gmail.com,Wrong PM Calls created (Sale invoice cancelled),MONNAL T60,MONNAL T60|Wrong PM Calls created (Sale invoice cancelled)
06-Nov-2023,rithi.adm@gmail.com,WRONG PM CALLS CREATED (SOFTWARE ISSUE),MONNAL T60,MONNAL T60|WRONG PM CALLS CREATED (SOFTWARE ISSUE)
06-Nov-2023,rithi.adm@gmail.com,Wrong sl.no. entered,MONNAL T60,MONNAL T60|Wrong sl.no. entered
06-Nov-2023,rithi.adm@gmail.com,Wrong supply,MONNAL T60,MONNAL T60|Wrong supply
06-Nov-2023,rithi.adm@gmail.com,Wrong supply (Dealer),MONNAL T60,MONNAL T60|Wrong supply (Dealer)
06-Nov-2023,rithi.adm@gmail.com,Wrongly entered dealer name.,MONNAL T60,MONNAL T60|Wrongly entered dealer name.
06-Nov-2023,rithi.adm@gmail.com,Customer Denied,MONNAL T60,MONNAL T60|Customer Denied
06-Nov-2023,rithi.adm@gmail.com,Repeated Calls-Software Issue,MONNAL T60,MONNAL T60|Repeated Calls-Software Issue
06-Nov-2023,rithi.adm@gmail.com,INSTALLATION IS NOT COMPLETED,MONNAL T60,MONNAL T60|INSTALLATION IS NOT COMPLETED
06-Nov-2023,rithi.adm@gmail.com,PRODUCT TRANSFERRED TO DIFFERENT PARTY,MONNAL T60,MONNAL T60|PRODUCT TRANSFERRED TO DIFFERENT PARTY
06-Nov-2023,rithi.adm@gmail.com,ALTERNATE SERVICE,MONNAL T75,MONNAL T75|ALTERNATE SERVICE
06-Nov-2023,rithi.adm@gmail.com,CRISIS-ENGINEER UNABLE TO ATTEND,MONNAL T75,MONNAL T75|CRISIS-ENGINEER UNABLE TO ATTEND
06-Nov-2023,rithi.adm@gmail.com,CUSTOMER DECISION BUY BACK,MONNAL T75,MONNAL T75|CUSTOMER DECISION BUY BACK
06-Nov-2023,rithi.adm@gmail.com,Customer donated.,MONNAL T75,MONNAL T75|Customer donated.
06-Nov-2023,rithi.adm@gmail.com,CUSTOMER NOT APPROVED THE ESTIMATE,MONNAL T75,MONNAL T75|CUSTOMER NOT APPROVED THE ESTIMATE
06-Nov-2023,rithi.adm@gmail.com,Customer returned the equipment.,MONNAL T75,MONNAL T75|Customer returned the equipment.
06-Nov-2023,rithi.adm@gmail.com,Demo unit PM call generated,MONNAL T75,MONNAL T75|Demo unit PM call generated
06-Nov-2023,rithi.adm@gmail.com,For Training Purpose,MONNAL T75,MONNAL T75|For Training Purpose
06-Nov-2023,rithi.adm@gmail.com,"Machine Not Installed, Wrong PM call generated",MONNAL T75,"MONNAL T75|Machine Not Installed, Wrong PM call generated"
06-Nov-2023,rithi.adm@gmail.com,Order Cancelled,MONNAL T75,MONNAL T75|Order Cancelled
06-Nov-2023,rithi.adm@gmail.com,PM CALL GENERATED DEMO EQUIPMENT,MONNAL T75,MONNAL T75|PM CALL GENERATED DEMO EQUIPMENT
06-Nov-2023,rithi.adm@gmail.com,PM CALLS CANCELLED ON 18 Nov 2017,MONNAL T75,MONNAL T75|PM CALLS CANCELLED ON 18 Nov 2017
06-Nov-2023,rithi.adm@gmail.com,PM calls created dealer name,MONNAL T75,MONNAL T75|PM calls created dealer name
06-Nov-2023,rithi.adm@gmail.com,Product transfer purpose call created,MONNAL T75,MONNAL T75|Product transfer purpose call created
06-Nov-2023,rithi.adm@gmail.com,SCHEDULE CALL CREATED FROM DEALER NAME,MONNAL T75,MONNAL T75|SCHEDULE CALL CREATED FROM DEALER NAME
06-Nov-2023,rithi.adm@gmail.com,UNABLE TO REPORT IN WINMAX,MONNAL T75,MONNAL T75|UNABLE TO REPORT IN WINMAX
06-Nov-2023,rithi.adm@gmail.com,WRONG CALL REGISTRATION,MONNAL T75,MONNAL T75|WRONG CALL REGISTRATION
06-Nov-2023,rithi.adm@gmail.com,Wrong PM Calls created (Sale invoice cancelled),MONNAL T75,MONNAL T75|Wrong PM Calls created (Sale invoice cancelled)
06-Nov-2023,rithi.adm@gmail.com,WRONG PM CALLS CREATED (SOFTWARE ISSUE),MONNAL T75,MONNAL T75|WRONG PM CALLS CREATED (SOFTWARE ISSUE)
06-Nov-2023,rithi.adm@gmail.com,Wrong sl.no. entered,MONNAL T75,MONNAL T75|Wrong sl.no. entered
06-Nov-2023,rithi.adm@gmail.com,Wrong supply,MONNAL T75,MONNAL T75|Wrong supply
06-Nov-2023,rithi.adm@gmail.com,Wrong supply (Dealer),MONNAL T75,MONNAL T75|Wrong supply (Dealer)
06-Nov-2023,rithi.adm@gmail.com,Wrongly entered dealer name.,MONNAL T75,MONNAL T75|Wrongly entered dealer name.
06-Nov-2023,rithi.adm@gmail.com,Customer Denied,MONNAL T75,MONNAL T75|Customer Denied
06-Nov-2023,rithi.adm@gmail.com,Repeated Calls-Software Issue,MONNAL T75,MONNAL T75|Repeated Calls-Software Issue
06-Nov-2023,rithi.adm@gmail.com,INSTALLATION IS NOT COMPLETED,MONNAL T75,MONNAL T75|INSTALLATION IS NOT COMPLETED
06-Nov-2023,rithi.adm@gmail.com,PRODUCT TRANSFERRED TO DIFFERENT PARTY,MONNAL T75,MONNAL T75|PRODUCT TRANSFERRED TO DIFFERENT PARTY
