Added ON,Added By,ROOT CAUSE KEY WORD,PRODUCT,KEY
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE : POWER MANAGEMENT,COMM,COMM|SOFTWARE : POWER MANAGEMENT
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE : POWER SUPPLY,COMM,COMM|SOFTWARE : POWER SUPPLY
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE : UPDATE,COMM,COMM|SOFTWARE : UPDATE
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE : UPGRADE,COMM,COMM|SOFTWARE : UPGRADE
31-Dec-2022,service.almsind2@gmail.com,SOFTWARE : VENTILATION,COMM,COMM|SOFTWARE : VENTILATION
31-Dec-2022,service.almsind2@gmail.com,SOLENOID BLOCK ASSEMBLY,COMM,COMM|SOLENOID BLOCK ASSEMBLY
31-Dec-2022,service.almsind2@gmail.com,SOLENOID VALVE OF PEEP,COMM,COMM|SOLENOID VALVE OF PEEP
31-Dec-2022,service.almsind2@gmail.com,SOLENOID VALVE UNIT,COMM,COMM|SOLENOID VALVE UNIT
31-Dec-2022,service.almsind2@gmail.com,SPEAKER,COMM,COMM|SPEAKER
31-Dec-2022,service.almsind2@gmail.com,SPO2 SENSOR,COMM,COMM|SPO2 SENSOR
31-Dec-2022,service.almsind2@gmail.com,SS FITTING ST,COMM,COMM|SS FITTING ST
31-Dec-2022,service.almsind2@gmail.com,START CABLE HARNESS,COMM,COMM|START CABLE HARNESS
31-Dec-2022,service.almsind2@gmail.com,STEM,COMM,COMM|STEM
31-Dec-2022,service.almsind2@gmail.com,STIRRUP MAIN WIRE,COMM,COMM|STIRRUP MAIN WIRE
31-Dec-2022,service.almsind2@gmail.com,STRAND,COMM,COMM|STRAND
31-Dec-2022,service.almsind2@gmail.com,STRAND : EXPIRATORY FLOW SENSOR,COMM,COMM|STRAND : EXPIRATORY FLOW SENSOR
31-Dec-2022,service.almsind2@gmail.com,STRAND : FLOW SENSOR,COMM,COMM|STRAND : FLOW SENSOR
31-Dec-2022,service.almsind2@gmail.com,STRAND : TEMPERATURE SENSOR,COMM,COMM|STRAND : TEMPERATURE SENSOR
31-Dec-2022,service.almsind2@gmail.com,STRAND : TOUCHSCREEN,COMM,COMM|STRAND : TOUCHSCREEN
31-Dec-2022,service.almsind2@gmail.com,STRAND :PRESSURE SENSOR,COMM,COMM|STRAND :PRESSURE SENSOR
31-Dec-2022,service.almsind2@gmail.com,STRIP LOCK BLOCK,COMM,COMM|STRIP LOCK BLOCK
31-Dec-2022,service.almsind2@gmail.com,SV : O2,COMM,COMM|SV : O2
31-Dec-2022,service.almsind2@gmail.com,SV : PEEP,COMM,COMM|SV : PEEP
31-Dec-2022,service.almsind2@gmail.com,SV : SAFETY,COMM,COMM|SV : SAFETY
31-Dec-2022,service.almsind2@gmail.com,SV O2 : ASSEMBLY,COMM,COMM|SV O2 : ASSEMBLY
31-Dec-2022,service.almsind2@gmail.com,TEMPERATURE CABLE HARNESS,COMM,COMM|TEMPERATURE CABLE HARNESS
31-Dec-2022,service.almsind2@gmail.com,TEMPERATURE PROBE,COMM,COMM|TEMPERATURE PROBE
31-Dec-2022,service.almsind2@gmail.com,TEMPERATURE SENSOR CABLE,COMM,COMM|TEMPERATURE SENSOR CABLE
31-Dec-2022,service.almsind2@gmail.com,THERMISTER,COMM,COMM|THERMISTER
31-Dec-2022,service.almsind2@gmail.com,THREAD,COMM,COMM|THREAD
31-Dec-2022,service.almsind2@gmail.com,TO BE DEFINED,COMM,COMM|TO BE DEFINED
31-Dec-2022,service.almsind2@gmail.com,TO DEFINE,COMM,COMM|TO DEFINE
31-Dec-2022,service.almsind2@gmail.com,TOP JAR,COMM,COMM|TOP JAR
31-Dec-2022,service.almsind2@gmail.com,TOUCH SCREEN,COMM,COMM|TOUCH SCREEN
31-Dec-2022,service.almsind2@gmail.com,TOUCH SCREEN CABLE,COMM,COMM|TOUCH SCREEN CABLE
31-Dec-2022,service.almsind2@gmail.com,TOUCH SCREEN CALIBRATION,COMM,COMM|TOUCH SCREEN CALIBRATION
31-Dec-2022,service.almsind2@gmail.com,TOUCHESCREEN BACKLIGHT,COMM,COMM|TOUCHESCREEN BACKLIGHT
31-Dec-2022,service.almsind2@gmail.com,TROLLEY BASE,COMM,COMM|TROLLEY BASE
31-Dec-2022,service.almsind2@gmail.com,TURBINE,COMM,COMM|TURBINE
31-Dec-2022,service.almsind2@gmail.com,TURBINE : CABLE HARNESS,COMM,COMM|TURBINE : CABLE HARNESS
31-Dec-2022,service.almsind2@gmail.com,TURBINE ASSEMBLY,COMM,COMM|TURBINE ASSEMBLY
31-Dec-2022,service.almsind2@gmail.com,TURBINE BOARD,COMM,COMM|TURBINE BOARD
31-Dec-2022,service.almsind2@gmail.com,UNCONFIRMED FAILURE,COMM,COMM|UNCONFIRMED FAILURE
31-Dec-2022,service.almsind2@gmail.com,UNDETERMINED,COMM,COMM|UNDETERMINED
31-Dec-2022,service.almsind2@gmail.com,UNIVERSAL SUPPORT,COMM,COMM|UNIVERSAL SUPPORT
31-Dec-2022,service.almsind2@gmail.com,UPPER CABINET WITH DISPLAY,COMM,COMM|UPPER CABINET WITH DISPLAY
31-Dec-2022,service.almsind2@gmail.com,UPPER HOUSING,COMM,COMM|UPPER HOUSING
31-Dec-2022,service.almsind2@gmail.com,UPRGADE FAILURE,COMM,COMM|UPRGADE FAILURE
31-Dec-2022,service.almsind2@gmail.com,USER ISSUE,COMM,COMM|USER ISSUE
31-Dec-2022,service.almsind2@gmail.com,USER MANUAL,COMM,COMM|USER MANUAL
31-Dec-2022,service.almsind2@gmail.com,UTILISATION,COMM,COMM|UTILISATION
31-Dec-2022,service.almsind2@gmail.com,VALVE,COMM,COMM|VALVE
31-Dec-2022,service.almsind2@gmail.com,VALVE : O2 LP,COMM,COMM|VALVE : O2 LP
31-Dec-2022,service.almsind2@gmail.com,VALVE : PATIENT SAFETY,COMM,COMM|VALVE : PATIENT SAFETY
31-Dec-2022,service.almsind2@gmail.com,VENTURI NON-RETURN VALVE,COMM,COMM|VENTURI NON-RETURN VALVE
31-Dec-2022,service.almsind2@gmail.com,VENTURY BLOC,COMM,COMM|VENTURY BLOC
31-Dec-2022,service.almsind2@gmail.com,VFD LCD DISPLAY,COMM,COMM|VFD LCD DISPLAY
31-Dec-2022,service.almsind2@gmail.com,VOLTAGE FLUCTUATION,COMM,COMM|VOLTAGE FLUCTUATION
31-Dec-2022,service.almsind2@gmail.com,WALL MOUNTED STATION,COMM,COMM|WALL MOUNTED STATION
31-Dec-2022,service.almsind2@gmail.com,WALL-MOUNTED CHARGING STATION,COMM,COMM|WALL-MOUNTED CHARGING STATION
31-Dec-2022,service.almsind2@gmail.com,WATER PENETRATION,COMM,COMM|WATER PENETRATION
31-Dec-2022,service.almsind2@gmail.com,WATER TRAP,COMM,COMM|WATER TRAP
31-Dec-2022,service.almsind2@gmail.com,WHEEL,COMM,COMM|WHEEL
25-Jan-2023,pmbraj5679@gmail.com,10 MICRON FILTER,COMM,COMM|10 MICRON FILTER
25-Jan-2023,pmbraj5679@gmail.com,SOLENOID VALVE ASSEMBLY-CPX,COMM,COMM|SOLENOID VALVE ASSEMBLY-CPX
03-Feb-2023,pmbraj5679@gmail.com,FiO2 cell strand,MONNAL T75,MONNAL T75|FiO2 cell strand
13-Apr-2023,pmbraj5679@gmail.com,P M KIT,COMM,COMM|P M KIT
18-Apr-2023,pmbraj5679@gmail.com,ELECTRONIC BOARD ASSEMBLY-CPX,COMM,COMM|ELECTRONIC BOARD ASSEMBLY-CPX
05-Jun-2023,pmbraj5679@gmail.com,O2 CELL WINDOW DOOR,COMM,COMM|O2 CELL WINDOW DOOR
09-Jun-2023,pmbraj5679@gmail.com,EXTEND DISPLAY WITH TOUCH SCREEN ASSEMBLY,COMM,COMM|EXTEND DISPLAY WITH TOUCH SCREEN ASSEMBLY
13-Jun-2023,pmbraj5679@gmail.com,O2 HOSE TUBE,COMM,COMM|O2 HOSE TUBE
20-Oct-2023,pmbraj5679@gmail.com,COOLING CONDENSER,COMM,COMM|COOLING CONDENSER
06-Nov-2023,rithi.adm@gmail.com,ALTERNATE SERVICE,COMM,COMM|ALTERNATE SERVICE
06-Nov-2023,rithi.adm@gmail.com,CRISIS-ENGINEER UNABLE TO ATTEND,COMM,COMM|CRISIS-ENGINEER UNABLE TO ATTEND
06-Nov-2023,rithi.adm@gmail.com,CUSTOMER DECISION BUY BACK,COMM,COMM|CUSTOMER DECISION BUY BACK
06-Nov-2023,rithi.adm@gmail.com,Customer donated.,COMM,COMM|Customer donated.
06-Nov-2023,rithi.adm@gmail.com,CUSTOMER NOT APPROVED THE ESTIMATE,COMM,COMM|CUSTOMER NOT APPROVED THE ESTIMATE
06-Nov-2023,rithi.adm@gmail.com,Customer returned the equipment.,COMM,COMM|Customer returned the equipment.
06-Nov-2023,rithi.adm@gmail.com,Demo unit PM call generated,COMM,COMM|Demo unit PM call generated
06-Nov-2023,rithi.adm@gmail.com,For Training Purpose,COMM,COMM|For Training Purpose
06-Nov-2023,rithi.adm@gmail.com,"Machine Not Installed, Wrong PM call generated",COMM,"COMM|Machine Not Installed, Wrong PM call generated"
06-Nov-2023,rithi.adm@gmail.com,Order Cancelled,COMM,COMM|Order Cancelled
06-Nov-2023,rithi.adm@gmail.com,PM CALL GENERATED DEMO EQUIPMENT,COMM,COMM|PM CALL GENERATED DEMO EQUIPMENT
06-Nov-2023,rithi.adm@gmail.com,PM CALLS CANCELLED ON 18 Nov 2017,COMM,COMM|PM CALLS CANCELLED ON 18 Nov 2017
06-Nov-2023,rithi.adm@gmail.com,PM calls created dealer name,COMM,COMM|PM calls created dealer name
06-Nov-2023,rithi.adm@gmail.com,Product transfer purpose call created,COMM,COMM|Product transfer purpose call created
06-Nov-2023,rithi.adm@gmail.com,SCHEDULE CALL CREATED FROM DEALER NAME,COMM,COMM|SCHEDULE CALL CREATED FROM DEALER NAME
06-Nov-2023,rithi.adm@gmail.com,UNABLE TO REPORT IN WINMAX,COMM,COMM|UNABLE TO REPORT IN WINMAX
06-Nov-2023,rithi.adm@gmail.com,WRONG CALL REGISTRATION,COMM,COMM|WRONG CALL REGISTRATION
06-Nov-2023,rithi.adm@gmail.com,Wrong PM Calls created (Sale invoice cancelled),COMM,COMM|Wrong PM Calls created (Sale invoice cancelled)
06-Nov-2023,rithi.adm@gmail.com,WRONG PM CALLS CREATED (SOFTWARE ISSUE),COMM,COMM|WRONG PM CALLS CREATED (SOFTWARE ISSUE)
06-Nov-2023,rithi.adm@gmail.com,Wrong sl.no. entered,COMM,COMM|Wrong sl.no. entered
06-Nov-2023,rithi.adm@gmail.com,Wrong supply,COMM,COMM|Wrong supply
06-Nov-2023,rithi.adm@gmail.com,Wrong supply (Dealer),COMM,COMM|Wrong supply (Dealer)
06-Nov-2023,rithi.adm@gmail.com,Wrongly entered dealer name.,COMM,COMM|Wrongly entered dealer name.
06-Nov-2023,rithi.adm@gmail.com,Customer Denied,COMM,COMM|Customer Denied
06-Nov-2023,rithi.adm@gmail.com,Repeated Calls-Software Issue,COMM,COMM|Repeated Calls-Software Issue
06-Nov-2023,rithi.adm@gmail.com,INSTALLATION IS NOT COMPLETED,COMM,COMM|INSTALLATION IS NOT COMPLETED
06-Nov-2023,rithi.adm@gmail.com,PRODUCT TRANSFERRED TO DIFFERENT PARTY,COMM,COMM|PRODUCT TRANSFERRED TO DIFFERENT PARTY
06-Nov-2023,rithi.adm@gmail.com,ALTERNATE SERVICE,MONNAL T60,MONNAL T60|ALTERNATE SERVICE
06-Nov-2023,rithi.adm@gmail.com,CRISIS-ENGINEER UNABLE TO ATTEND,MONNAL T60,MONNAL T60|CRISIS-ENGINEER UNABLE TO ATTEND
06-Nov-2023,rithi.adm@gmail.com,CUSTOMER DECISION BUY BACK,MONNAL T60,MONNAL T60|CUSTOMER DECISION BUY BACK
06-Nov-2023,rithi.adm@gmail.com,Customer donated.,MONNAL T60,MONNAL T60|Customer donated.
06-Nov-2023,rithi.adm@gmail.com,CUSTOMER NOT APPROVED THE ESTIMATE,MONNAL T60,MONNAL T60|CUSTOMER NOT APPROVED THE ESTIMATE
06-Nov-2023,rithi.adm@gmail.com,Customer returned the equipment.,MONNAL T60,MONNAL T60|Customer returned the equipment.
06-Nov-2023,rithi.adm@gmail.com,Demo unit PM call generated,MONNAL T60,MONNAL T60|Demo unit PM call generated
06-Nov-2023,rithi.adm@gmail.com,For Training Purpose,MONNAL T60,MONNAL T60|For Training Purpose
06-Nov-2023,rithi.adm@gmail.com,"Machine Not Installed, Wrong PM call generated",MONNAL T60,"MONNAL T60|Machine Not Installed, Wrong PM call generated"
06-Nov-2023,rithi.adm@gmail.com,Order Cancelled,MONNAL T60,MONNAL T60|Order Cancelled
06-Nov-2023,rithi.adm@gmail.com,PM CALL GENERATED DEMO EQUIPMENT,MONNAL T60,MONNAL T60|PM CALL GENERATED DEMO EQUIPMENT
06-Nov-2023,rithi.adm@gmail.com,PM CALLS CANCELLED ON 18 Nov 2017,MONNAL T60,MONNAL T60|PM CALLS CANCELLED ON 18 Nov 2017
06-Nov-2023,rithi.adm@gmail.com,PM calls created dealer name,MONNAL T60,MONNAL T60|PM calls created dealer name
06-Nov-2023,rithi.adm@gmail.com,Product transfer purpose call created,MONNAL T60,MONNAL T60|Product transfer purpose call created
06-Nov-2023,rithi.adm@gmail.com,SCHEDULE CALL CREATED FROM DEALER NAME,MONNAL T60,MONNAL T60|SCHEDULE CALL CREATED FROM DEALER NAME
06-Nov-2023,rithi.adm@gmail.com,UNABLE TO REPORT IN WINMAX,MONNAL T60,MONNAL T60|UNABLE TO REPORT IN WINMAX
06-Nov-2023,rithi.adm@gmail.com,WRONG CALL REGISTRATION,MONNAL T60,MONNAL T60|WRONG CALL REGISTRATION
06-Nov-2023,rithi.adm@gmail.com,Wrong PM Calls created (Sale invoice cancelled),MONNAL T60,MONNAL T60|Wrong PM Calls created (Sale invoice cancelled)
06-Nov-2023,rithi.adm@gmail.com,WRONG PM CALLS CREATED (SOFTWARE ISSUE),MONNAL T60,MONNAL T60|WRONG PM CALLS CREATED (SOFTWARE ISSUE)
06-Nov-2023,rithi.adm@gmail.com,Wrong sl.no. entered,MONNAL T60,MONNAL T60|Wrong sl.no. entered
06-Nov-2023,rithi.adm@gmail.com,Wrong supply,MONNAL T60,MONNAL T60|Wrong supply
06-Nov-2023,rithi.adm@gmail.com,Wrong supply (Dealer),MONNAL T60,MONNAL T60|Wrong supply (Dealer)
06-Nov-2023,rithi.adm@gmail.com,Wrongly entered dealer name.,MONNAL T60,MONNAL T60|Wrongly entered dealer name.
06-Nov-2023,rithi.adm@gmail.com,Customer Denied,MONNAL T60,MONNAL T60|Customer Denied
06-Nov-2023,rithi.adm@gmail.com,Repeated Calls-Software Issue,MONNAL T60,MONNAL T60|Repeated Calls-Software Issue
06-Nov-2023,rithi.adm@gmail.com,INSTALLATION IS NOT COMPLETED,MONNAL T60,MONNAL T60|INSTALLATION IS NOT COMPLETED
06-Nov-2023,rithi.adm@gmail.com,PRODUCT TRANSFERRED TO DIFFERENT PARTY,MONNAL T60,MONNAL T60|PRODUCT TRANSFERRED TO DIFFERENT PARTY
06-Nov-2023,rithi.adm@gmail.com,ALTERNATE SERVICE,MONNAL T75,MONNAL T75|ALTERNATE SERVICE
06-Nov-2023,rithi.adm@gmail.com,CRISIS-ENGINEER UNABLE TO ATTEND,MONNAL T75,MONNAL T75|CRISIS-ENGINEER UNABLE TO ATTEND
06-Nov-2023,rithi.adm@gmail.com,CUSTOMER DECISION BUY BACK,MONNAL T75,MONNAL T75|CUSTOMER DECISION BUY BACK
06-Nov-2023,rithi.adm@gmail.com,Customer donated.,MONNAL T75,MONNAL T75|Customer donated.
06-Nov-2023,rithi.adm@gmail.com,CUSTOMER NOT APPROVED THE ESTIMATE,MONNAL T75,MONNAL T75|CUSTOMER NOT APPROVED THE ESTIMATE
06-Nov-2023,rithi.adm@gmail.com,Customer returned the equipment.,MONNAL T75,MONNAL T75|Customer returned the equipment.
06-Nov-2023,rithi.adm@gmail.com,Demo unit PM call generated,MONNAL T75,MONNAL T75|Demo unit PM call generated
06-Nov-2023,rithi.adm@gmail.com,For Training Purpose,MONNAL T75,MONNAL T75|For Training Purpose
06-Nov-2023,rithi.adm@gmail.com,"Machine Not Installed, Wrong PM call generated",MONNAL T75,"MONNAL T75|Machine Not Installed, Wrong PM call generated"
06-Nov-2023,rithi.adm@gmail.com,Order Cancelled,MONNAL T75,MONNAL T75|Order Cancelled
06-Nov-2023,rithi.adm@gmail.com,PM CALL GENERATED DEMO EQUIPMENT,MONNAL T75,MONNAL T75|PM CALL GENERATED DEMO EQUIPMENT
06-Nov-2023,rithi.adm@gmail.com,PM CALLS CANCELLED ON 18 Nov 2017,MONNAL T75,MONNAL T75|PM CALLS CANCELLED ON 18 Nov 2017
06-Nov-2023,rithi.adm@gmail.com,PM calls created dealer name,MONNAL T75,MONNAL T75|PM calls created dealer name
06-Nov-2023,rithi.adm@gmail.com,Product transfer purpose call created,MONNAL T75,MONNAL T75|Product transfer purpose call created
06-Nov-2023,rithi.adm@gmail.com,SCHEDULE CALL CREATED FROM DEALER NAME,MONNAL T75,MONNAL T75|SCHEDULE CALL CREATED FROM DEALER NAME
06-Nov-2023,rithi.adm@gmail.com,UNABLE TO REPORT IN WINMAX,MONNAL T75,MONNAL T75|UNABLE TO REPORT IN WINMAX
06-Nov-2023,rithi.adm@gmail.com,WRONG CALL REGISTRATION,MONNAL T75,MONNAL T75|WRONG CALL REGISTRATION
06-Nov-2023,rithi.adm@gmail.com,Wrong PM Calls created (Sale invoice cancelled),MONNAL T75,MONNAL T75|Wrong PM Calls created (Sale invoice cancelled)
06-Nov-2023,rithi.adm@gmail.com,WRONG PM CALLS CREATED (SOFTWARE ISSUE),MONNAL T75,MONNAL T75|WRONG PM CALLS CREATED (SOFTWARE ISSUE)
06-Nov-2023,rithi.adm@gmail.com,Wrong sl.no. entered,MONNAL T75,MONNAL T75|Wrong sl.no. entered
06-Nov-2023,rithi.adm@gmail.com,Wrong supply,MONNAL T75,MONNAL T75|Wrong supply
06-Nov-2023,rithi.adm@gmail.com,Wrong supply (Dealer),MONNAL T75,MONNAL T75|Wrong supply (Dealer)
06-Nov-2023,rithi.adm@gmail.com,Wrongly entered dealer name.,MONNAL T75,MONNAL T75|Wrongly entered dealer name.
06-Nov-2023,rithi.adm@gmail.com,Customer Denied,MONNAL T75,MONNAL T75|Customer Denied
06-Nov-2023,rithi.adm@gmail.com,Repeated Calls-Software Issue,MONNAL T75,MONNAL T75|Repeated Calls-Software Issue
06-Nov-2023,rithi.adm@gmail.com,INSTALLATION IS NOT COMPLETED,MONNAL T75,MONNAL T75|INSTALLATION IS NOT COMPLETED
06-Nov-2023,rithi.adm@gmail.com,PRODUCT TRANSFERRED TO DIFFERENT PARTY,MONNAL T75,MONNAL T75|PRODUCT TRANSFERRED TO DIFFERENT PARTY
